img_0786.png,1
img_0787.png,0
img_0788.png,1
img_0789.png,2
img_0790.png,0
img_0791.png,1
img_0792.png,2
img_0793.png,2
img_0794.png,1
img_0795.png,2
img_0796.png,0
img_0797.png,1
img_0798.png,0
img_0799.png,1
img_0800.png,0
img_0801.png,1
img_0802.png,2
img_0803.png,1
img_0804.png,2
img_0805.png,0
img_0806.png,2
img_0807.png,1
img_0808.png,2
img_0809.png,0
img_0810.png,0
img_0811.png,0
img_0812.png,2
img_0813.png,0
img_0814.png,2
img_0815.png,0
img_0816.png,0
img_0817.png,0
img_0818.png,0
img_0819.png,0
img_0820.png,1
img_0821.png,0
img_0822.png,2
img_0823.png,0
img_0824.png,0
img_0825.png,2
img_0826.png,0
img_0827.png,0
img_0828.png,0
img_0829.png,0
img_0830.png,0
img_0831.png,0
img_0832.png,2
img_0833.png,0
img_0834.png,2
img_0835.png,1
img_0836.png,0
img_0837.png,0
img_0838.png,0
img_0839.png,2
img_0840.png,2
img_0841.png,0
img_0842.png,2
img_0843.png,0
img_0844.png,1
img_0845.png,1
img_0846.png,2
img_0847.png,2
img_0848.png,0
img_0849.png,2
img_0850.png,0
img_0851.png,1
img_0852.png,0
img_0853.png,0
img_0854.png,0
img_0855.png,1
img_0856.png,2
img_0857.png,0
img_0858.png,1
img_0859.png,0
img_0860.png,1
img_0861.png,0
img_0862.png,2
img_0863.png,0
img_0864.png,1
img_0865.png,0
img_0866.png,1
img_0867.png,1
img_0868.png,2
img_0869.png,1
img_0870.png,2
img_0871.png,1
img_0872.png,0
img_0873.png,2
img_0874.png,2
img_0875.png,0
img_0876.png,0
img_0877.png,1
img_0878.png,0
img_0879.png,0
img_0880.png,0
img_0881.png,0
img_0882.png,0
img_0883.png,0
img_0884.png,1
img_0885.png,0
img_0886.png,2
